"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"distanceToTSS"
"chr2"	1629011	1629461	451	"*"	230	"SRX112016"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118830
"chr2"	1629014	1629463	450	"*"	614	"SRX7054670"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118828
"chr2"	1629018	1629468	451	"*"	762	"SRX150664"	"FOS"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118823
"chr2"	1629018	1629654	637	"*"	742	"SRX7054666"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118637
"chr2"	1629020	1629618	599	"*"	886	"SRX7054671"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118673
"chr2"	1629026	1629563	538	"*"	692	"SRX7054657"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118728
"chr2"	1629026	1629568	543	"*"	867	"SRX7054614"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118723
"chr2"	1629028	1629429	402	"*"	500	"SRX7054616"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118862
"chr2"	1629028	1629498	471	"*"	507	"SRX7054664"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118793
"chr2"	1629030	1629448	419	"*"	466	"SRX070879"	"FOS"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118843
"chr2"	1629030	1629540	511	"*"	1000	"SRX7055007"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118751
"chr2"	1629034	1629460	427	"*"	527	"SRX7054611"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118831
"chr2"	1629036	1629436	401	"*"	471	"SRX7054623"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118855
"chr2"	1629037	1629436	400	"*"	336	"SRX7054624"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118855
"chr2"	1629038	1629430	393	"*"	387	"SRX7054667"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118861
"chr2"	1629038	1629489	452	"*"	775	"SRX7054661"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118802
"chr2"	1629040	1629434	395	"*"	591	"SRX1116232"	"EP300"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118857
"chr2"	1629042	1629391	350	"*"	611	"SRX2355072"	"JUN"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118900
"chr2"	1629042	1629459	418	"*"	182	"SRX7054658"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118832
"chr2"	1629042	1629499	458	"*"	442	"SRX7054622"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118792
"chr2"	1629042	1629521	480	"*"	732	"SRX7054663"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118770
"chr2"	1629044	1629416	373	"*"	421	"SRX070878"	"FOS"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118875
"chr2"	1629046	1629319	274	"*"	453	"SRX2355073"	"JUN"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118972
"chr2"	1629046	1629549	504	"*"	536	"SRX3601957"	"ERG"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118742
"chr2"	1629051	1629512	462	"*"	278	"SRX189743"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118779
"chr2"	1629051	1629512	462	"*"	280	"SRX2452430"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118779
"chr2"	1629051	1629512	462	"*"	276	"SRX3599295"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118779
"chr2"	1629052	1629542	491	"*"	472	"SRX7055006"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118749
"chr2"	1629054	1629530	477	"*"	563	"SRX7055004"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118761
"chr2"	1629055	1629485	431	"*"	797	"SRX7054609"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118806
"chr2"	1629056	1629446	391	"*"	351	"SRX7055008"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118845
"chr2"	1629056	1629499	444	"*"	1000	"SRX393516"	"TAL1"	"Primary endothelial cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118792
"chr2"	1629058	1629492	435	"*"	449	"SRX7054618"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118799
"chr2"	1629060	1629580	521	"*"	469	"SRX7054662"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118711
"chr2"	1629065	1629213	149	"*"	177	"SRX2734393"	"NFE2L2"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	119078
"chr2"	1629066	1629496	431	"*"	317	"SRX7055005"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118795
"chr2"	1629070	1629367	298	"*"	311	"SRX7054933"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118924
"chr2"	1629071	1629482	412	"*"	578	"SRX7054621"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118809
"chr2"	1629073	1629476	404	"*"	1000	"SRX393518"	"TAL1"	"Primary endothelial cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118815
"chr2"	1629078	1629468	391	"*"	291	"SRX7054613"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118823
"chr2"	1629079	1629403	325	"*"	255	"SRX7054668"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118888
"chr2"	1629080	1629419	340	"*"	1000	"SRX3601958"	"ERG"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118872
"chr2"	1629080	1629483	404	"*"	791	"SRX5527658"	"ERG"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118808
"chr2"	1629080	1629518	439	"*"	334	"SRX2671792"	"EP300"	"Cardiac progenitor cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118773
"chr2"	1629083	1629337	255	"*"	366	"SRX150358"	"JUN"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118954
"chr2"	1629083	1629360	278	"*"	322	"SRX2355058"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118931
"chr2"	1629084	1629632	549	"*"	482	"SRX7054615"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118659
"chr2"	1629085	1629395	311	"*"	273	"SRX7054996"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118896
"chr2"	1629086	1629434	349	"*"	472	"SRX096360"	"Epitope tags"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118857
"chr2"	1629087	1629414	328	"*"	142	"SRX2355079"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118877
"chr2"	1629088	1629527	440	"*"	217	"SRX070877"	"GATA2"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118764
"chr2"	1629091	1629347	257	"*"	265	"SRX2355074"	"JUNB"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118944
"chr2"	1629091	1629416	326	"*"	674	"SRX3601960"	"FLI1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118875
"chr2"	1629092	1629418	327	"*"	266	"SRX2207671"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118873
"chr2"	1629093	1629329	237	"*"	147	"SRX670629"	"ELK3"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118962
"chr2"	1629095	1629456	362	"*"	334	"SRX150427"	"GATA2"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118835
"chr2"	1629099	1629223	125	"*"	128	"SRX2355081"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	119068
"chr2"	1629100	1629260	161	"*"	99	"SRX3599304"	"JUN"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	119031
"chr2"	1629100	1629482	383	"*"	248	"SRX7054610"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118809
"chr2"	1629104	1629414	311	"*"	299	"SRX7054659"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118877
"chr2"	1629105	1629382	278	"*"	185	"SRX7054942"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118909
"chr2"	1629106	1629369	264	"*"	201	"SRX7054994"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118922
"chr2"	1629106	1629421	316	"*"	233	"SRX7054660"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118870
"chr2"	1629106	1629432	327	"*"	325	"SRX2671799"	"EP300"	"Endothelial Cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118859
"chr2"	1629107	1629253	147	"*"	140	"SRX3599305"	"JUN"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	119038
"chr2"	1629108	1629371	264	"*"	177	"SRX7054669"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118920
"chr2"	1629112	1629325	214	"*"	210	"SRX7054944"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118966
"chr2"	1629114	1629464	351	"*"	271	"SRX7054612"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118827
"chr2"	1629115	1629317	203	"*"	137	"SRX7054931"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118974
"chr2"	1629116	1629530	415	"*"	180	"SRX189725"	"EP300"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118761
"chr2"	1629124	1629271	148	"*"	78	"SRX2452426"	"BRD4"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	119020
"chr2"	1629124	1629379	256	"*"	249	"SRX7055002"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118912
"chr2"	1629126	1629387	262	"*"	259	"SRX7054938"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118904
"chr2"	1629126	1629393	268	"*"	86	"SRX7054997"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118898
"chr2"	1629128	1629419	292	"*"	249	"SRX7054620"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118872
"chr2"	1629130	1629390	261	"*"	217	"SRX7054665"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118901
"chr2"	1629137	1629326	190	"*"	152	"SRX2207670"	"RBPJ"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118965
"chr2"	1629137	1629400	264	"*"	169	"SRX2343937"	"EP300"	"Large pulmonary artery endothelial cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118891
"chr2"	1629144	1629400	257	"*"	187	"SRX189741"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118891
"chr2"	1629144	1629400	257	"*"	186	"SRX2452428"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118891
"chr2"	1629144	1629400	257	"*"	187	"SRX3599293"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118891
"chr2"	1629145	1629323	179	"*"	108	"SRX7054998"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118968
"chr2"	1629146	1629396	251	"*"	130	"SRX425253"	"BRD4"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118895
"chr2"	1629149	1629333	185	"*"	114	"SRX5236332"	"ERG"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118958
"chr2"	1629150	1629400	251	"*"	346	"SRX7054940"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118891
"chr2"	1629151	1629342	192	"*"	123	"SRX070876"	"GATA2"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118949
"chr2"	1629153	1629376	224	"*"	252	"SRX5527659"	"ERG"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118915
"chr2"	1629159	1629441	283	"*"	155	"SRX2343935"	"EP300"	"Large pulmonary artery endothelial cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118850
"chr2"	1629160	1629339	180	"*"	97	"SRX189740"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118952
"chr2"	1629160	1629339	180	"*"	99	"SRX2452427"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118952
"chr2"	1629164	1629374	211	"*"	228	"SRX7055000"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118917
"chr2"	1629166	1629409	244	"*"	272	"SRX5527655"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118882
"chr2"	1629168	1629383	216	"*"	103	"SRX189721"	"EP300"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118908
"chr2"	1629168	1629385	218	"*"	100	"SRX3599317"	"EP300"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118906
"chr2"	1629171	1629339	169	"*"	96	"SRX3599292"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118952
"chr2"	1629172	1629350	179	"*"	134	"SRX7054999"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118941
"chr2"	1629173	1629387	215	"*"	168	"SRX7055001"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118904
"chr2"	1629178	1629447	270	"*"	172	"SRX3599294"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118844
"chr2"	1629179	1629446	268	"*"	174	"SRX189742"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118845
"chr2"	1629179	1629446	268	"*"	178	"SRX2452429"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118845
"chr2"	1629180	1629410	231	"*"	139	"SRX294971"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118881
"chr2"	1629192	1629362	171	"*"	235	"SRX5527654"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118929
"chr2"	1629196	1629337	142	"*"	164	"SRX3599303"	"FLI1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118954
"chr2"	1629196	1629371	176	"*"	162	"SRX2452432"	"ETS1"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118920
"chr2"	1629216	1629679	464	"*"	1000	"SRX7299332"	"TCF21"	"Coronary artery smooth muscle"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118612
"chr2"	1629216	1629679	464	"*"	1000	"SRX5904135"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118612
"chr2"	1629231	1629366	136	"*"	122	"SRX7054672"	"RELA"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118925
"chr2"	1629251	1629365	115	"*"	130	"SRX7054993"	"ERG"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118926
"chr2"	1629313	1629634	322	"*"	855	"SRX699733"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118657
"chr2"	1629330	1629621	292	"*"	623	"SRX5146789"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118670
"chr2"	1629330	1629621	292	"*"	618	"SRX699732"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118670
"chr2"	1629412	1629556	145	"*"	144	"SRX699735"	"TCF21"	"HCASMC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118735
"chr2"	1629460	1629722	263	"*"	164	"SRX5527607"	"EP300"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118569
"chr2"	1629500	1629662	163	"*"	138	"SRX5527615"	"EP300"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118629
"chr2"	1629502	1629777	276	"*"	131	"SRX5527609"	"EP300"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118514
"chr2"	1629511	1630097	587	"*"	149	"SRX5527617"	"EP300"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118194
"chr2"	1630027	1630179	153	"*"	92	"SRX5527607"	"EP300"	"HAEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	118112
"chr2"	1630212	1630458	247	"*"	206	"SRX2207673"	"RELA"	"HUVEC"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	117833
"chr2"	1630213	1630392	180	"*"	100	"SRX393516"	"TAL1"	"Primary endothelial cells"	"Distal Intergenic"	1	1635659	1748291	112633	2	"7837"	117899
"chr2"	1632679	1632998	320	"*"	565	"SRX7055007"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115293
"chr2"	1632682	1632974	293	"*"	253	"SRX7054671"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115317
"chr2"	1632697	1632883	187	"*"	128	"SRX070879"	"FOS"	"HUVEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115408
"chr2"	1632701	1632907	207	"*"	98	"SRX7054621"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115384
"chr2"	1632702	1632947	246	"*"	334	"SRX7054663"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115344
"chr2"	1632705	1632898	194	"*"	163	"SRX2355073"	"JUN"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115393
"chr2"	1632705	1632926	222	"*"	207	"SRX7054614"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115365
"chr2"	1632705	1632961	257	"*"	722	"SRX2207672"	"RELA"	"HUVEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115330
"chr2"	1632717	1632938	222	"*"	196	"SRX7054657"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115353
"chr2"	1632717	1632943	227	"*"	301	"SRX7055006"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115348
"chr2"	1632719	1632967	249	"*"	195	"SRX7055008"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115324
"chr2"	1632724	1632922	199	"*"	303	"SRX2207673"	"RELA"	"HUVEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115369
"chr2"	1632726	1632913	188	"*"	159	"SRX7054616"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115378
"chr2"	1632733	1632932	200	"*"	154	"SRX7054664"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115359
"chr2"	1632737	1632951	215	"*"	113	"SRX7055004"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115340
"chr2"	1632740	1632923	184	"*"	186	"SRX2734392"	"NFE2L2"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115368
"chr2"	1632743	1632987	245	"*"	327	"SRX7054666"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115304
"chr2"	1632754	1632917	164	"*"	112	"SRX2207670"	"RBPJ"	"HUVEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115374
"chr2"	1632763	1632927	165	"*"	130	"SRX2355085"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115364
"chr2"	1632766	1632926	161	"*"	106	"SRX7054667"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115365
"chr2"	1632774	1632956	183	"*"	160	"SRX7054615"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115335
"chr2"	1632788	1632972	185	"*"	185	"SRX7055005"	"RELA"	"HAEC"	"Downstream (2-3kb)"	1	1635659	1748291	112633	2	"7837"	115319
"chr2"	1635256	1635653	398	"*"	1000	"SRX7299332"	"TCF21"	"Coronary artery smooth muscle"	"Downstream (<1kb)"	1	1635659	1748291	112633	2	"7837"	112638
"chr2"	1635256	1635653	398	"*"	1000	"SRX5904135"	"TCF21"	"HCASMC"	"Downstream (<1kb)"	1	1635659	1748291	112633	2	"7837"	112638
"chr2"	1635298	1635566	269	"*"	285	"SRX5146789"	"TCF21"	"HCASMC"	"Downstream (<1kb)"	1	1635659	1748291	112633	2	"7837"	112725
"chr2"	1635299	1635566	268	"*"	286	"SRX699732"	"TCF21"	"HCASMC"	"Downstream (<1kb)"	1	1635659	1748291	112633	2	"7837"	112725
"chr2"	1635328	1635556	229	"*"	291	"SRX699733"	"TCF21"	"HCASMC"	"Downstream (<1kb)"	1	1635659	1748291	112633	2	"7837"	112735
"chr2"	1635386	1635515	130	"*"	139	"SRX699734"	"TCF21"	"HCASMC"	"Downstream (<1kb)"	1	1635659	1748291	112633	2	"7837"	112776
"chr2"	1645342	1645501	160	"*"	149	"SRX2207672"	"RELA"	"HUVEC"	"Intron (uc002qxa.3/7837, intron 19 of 22)"	1	1635659	1748291	112633	2	"7837"	102790
"chr2"	1653131	1653399	269	"*"	108	"SRX2765964"	"HMGB1"	"HUVEC"	"Exon (uc002qxa.3/7837, exon 17 of 23)"	1	1635659	1748291	112633	2	"7837"	94892
"chr2"	1654765	1655047	283	"*"	383	"SRX5146789"	"TCF21"	"HCASMC"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	93244
"chr2"	1654765	1655047	283	"*"	383	"SRX699732"	"TCF21"	"HCASMC"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	93244
"chr2"	1654779	1655073	295	"*"	295	"SRX7299332"	"TCF21"	"Coronary artery smooth muscle"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	93218
"chr2"	1654779	1655073	295	"*"	295	"SRX5904135"	"TCF21"	"HCASMC"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	93218
"chr2"	1654813	1655016	204	"*"	215	"SRX699733"	"TCF21"	"HCASMC"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	93275
"chr2"	1654833	1655088	256	"*"	232	"SRX393516"	"TAL1"	"Primary endothelial cells"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	93203
"chr2"	1654844	1655109	266	"*"	543	"SRX393518"	"TAL1"	"Primary endothelial cells"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	93182
"chr2"	1654909	1655067	159	"*"	126	"SRX2207672"	"RELA"	"HUVEC"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	93224
"chr2"	1656275	1656469	195	"*"	104	"SRX199905"	"CTCF"	"HCM"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	91822
"chr2"	1656289	1656480	192	"*"	160	"SRX2207672"	"RELA"	"HUVEC"	"Intron (uc002qxa.3/7837, intron 16 of 22)"	1	1635659	1748291	112633	2	"7837"	91811
"chr2"	1656604	1657254	651	"*"	491	"SRX7299332"	"TCF21"	"Coronary artery smooth muscle"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91037
"chr2"	1656604	1657254	651	"*"	491	"SRX5904135"	"TCF21"	"HCASMC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91037
"chr2"	1656733	1656993	261	"*"	142	"SRX5146789"	"TCF21"	"HCASMC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91298
"chr2"	1656734	1656982	249	"*"	121	"SRX699733"	"TCF21"	"HCASMC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91309
"chr2"	1656736	1656992	257	"*"	142	"SRX699732"	"TCF21"	"HCASMC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91299
"chr2"	1656747	1657226	480	"*"	382	"SRX699738"	"JUND"	"HCASMC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91065
"chr2"	1656816	1657150	335	"*"	327	"SRX699737"	"JUN"	"HCASMC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91141
"chr2"	1656852	1657133	282	"*"	406	"SRX2355072"	"JUN"	"HAEC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91158
"chr2"	1656862	1657115	254	"*"	158	"SRX2734392"	"NFE2L2"	"HAEC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91176
"chr2"	1656877	1657156	280	"*"	433	"SRX7055007"	"RELA"	"HAEC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91135
"chr2"	1656893	1657072	180	"*"	150	"SRX7054661"	"RELA"	"HAEC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91219
"chr2"	1656897	1657143	247	"*"	203	"SRX7054666"	"RELA"	"HAEC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91148
"chr2"	1656898	1657132	235	"*"	180	"SRX7054611"	"RELA"	"HAEC"	"3' UTR"	1	1635659	1748291	112633	2	"7837"	91159
